c_order_id, c_order_date, c_order_time, c_order_subtotal, c_order_tax, c_order_total, c_order_payment_type
421, 2023-2-3, 19:54:43, 18, 1.49, 19.48, credit
422, 2023-2-3, 15:6:31, 13, 1.07, 14.07, debit
423, 2023-2-3, 21:46:16, 9, 0.74, 9.74, credit
424, 2023-2-3, 22:31:12, 20, 1.65, 21.65, credit
425, 2023-2-3, 16:33:2, 19, 1.57, 20.57, debit
426, 2023-2-3, 11:7:59, 24, 1.98, 25.98, cash
427, 2023-2-3, 13:8:13, 25, 2.06, 27.06, credit
428, 2023-2-3, 11:33:43, 5, 0.41, 5.41, debit
429, 2023-2-3, 12:40:1, 10, 0.83, 10.82, credit
430, 2023-2-3, 16:26:52, 17, 1.40, 18.40, cash
431, 2023-2-3, 21:28:16, 12, 0.99, 12.99, debit
432, 2023-2-3, 18:5:31, 17, 1.40, 18.40, credit
433, 2023-2-3, 16:34:26, 14, 1.16, 15.15, debit
434, 2023-2-3, 19:30:36, 29, 2.39, 31.39, credit
435, 2023-2-3, 19:52:52, 13, 1.07, 14.07, credit
436, 2023-2-3, 16:18:15, 6, 0.49, 6.50, credit
437, 2023-2-3, 18:29:4, 18, 1.49, 19.48, credit
438, 2023-2-3, 21:25:59, 15, 1.24, 16.24, credit
439, 2023-2-3, 14:43:14, 10, 0.83, 10.82, debit
440, 2023-2-3, 19:34:27, 12, 0.99, 12.99, credit
441, 2023-2-3, 22:31:53, 10, 0.83, 10.82, cash
442, 2023-2-3, 18:35:0, 28, 2.31, 30.31, credit
443, 2023-2-3, 19:21:19, 26, 2.15, 28.14, cash
444, 2023-2-3, 11:41:28, 26, 2.15, 28.14, debit
445, 2023-2-3, 15:46:10, 26, 2.15, 28.14, credit
446, 2023-2-3, 21:21:43, 18, 1.49, 19.48, cash
447, 2023-2-3, 21:56:36, 8, 0.66, 8.66, credit
448, 2023-2-3, 16:44:54, 12, 0.99, 12.99, cash
449, 2023-2-3, 16:30:46, 6, 0.49, 6.50, debit
450, 2023-2-3, 16:53:0, 26, 2.15, 28.14, cash
451, 2023-2-3, 21:12:33, 27, 2.23, 29.23, debit
452, 2023-2-3, 21:9:18, 12, 0.99, 12.99, credit
453, 2023-2-3, 12:57:45, 12, 0.99, 12.99, credit
454, 2023-2-3, 14:18:36, 29, 2.39, 31.39, debit
455, 2023-2-3, 12:12:54, 19, 1.57, 20.57, debit
456, 2023-2-3, 11:45:46, 24, 1.98, 25.98, debit
457, 2023-2-3, 21:50:13, 29, 2.39, 31.39, credit
458, 2023-2-3, 18:36:40, 27, 2.23, 29.23, debit
459, 2023-2-3, 11:19:32, 6, 0.49, 6.50, cash
460, 2023-2-3, 15:44:34, 17, 1.40, 18.40, debit
461, 2023-2-3, 13:1:54, 11, 0.91, 11.91, cash
462, 2023-2-3, 14:42:16, 14, 1.16, 15.15, cash
463, 2023-2-3, 22:6:24, 29, 2.39, 31.39, debit
464, 2023-2-3, 11:35:51, 20, 1.65, 21.65, credit
465, 2023-2-3, 17:24:18, 11, 0.91, 11.91, debit
466, 2023-2-3, 15:34:48, 5, 0.41, 5.41, credit
467, 2023-2-3, 16:25:28, 26, 2.15, 28.14, cash
468, 2023-2-3, 19:18:27, 29, 2.39, 31.39, debit
469, 2023-2-3, 18:7:53, 17, 1.40, 18.40, cash
470, 2023-2-3, 14:14:7, 27, 2.23, 29.23, cash
471, 2023-2-3, 12:25:37, 11, 0.91, 11.91, debit
472, 2023-2-3, 18:18:29, 22, 1.82, 23.82, cash
473, 2023-2-3, 17:26:48, 22, 1.82, 23.82, cash
474, 2023-2-3, 22:27:18, 22, 1.82, 23.82, cash
475, 2023-2-3, 14:1:41, 14, 1.16, 15.15, credit
476, 2023-2-3, 21:36:14, 24, 1.98, 25.98, debit
477, 2023-2-3, 14:52:10, 16, 1.32, 17.32, debit
478, 2023-2-3, 15:56:9, 22, 1.82, 23.82, debit
479, 2023-2-3, 14:5:17, 19, 1.57, 20.57, cash
480, 2023-2-3, 16:32:24, 9, 0.74, 9.74, cash
481, 2023-2-3, 17:51:14, 21, 1.73, 22.73, credit
482, 2023-2-3, 13:16:39, 17, 1.40, 18.40, cash
483, 2023-2-3, 20:56:56, 12, 0.99, 12.99, debit
484, 2023-2-3, 13:52:51, 28, 2.31, 30.31, debit
485, 2023-2-3, 21:37:27, 27, 2.23, 29.23, debit
486, 2023-2-3, 13:41:15, 9, 0.74, 9.74, cash
487, 2023-2-3, 12:5:41, 21, 1.73, 22.73, credit
488, 2023-2-4, 19:28:37, 10, 0.83, 10.82, credit
489, 2023-2-4, 19:1:42, 14, 1.16, 15.15, debit
490, 2023-2-4, 11:3:15, 18, 1.49, 19.48, cash
491, 2023-2-4, 11:25:15, 20, 1.65, 21.65, debit
492, 2023-2-4, 11:53:18, 8, 0.66, 8.66, cash
493, 2023-2-4, 18:25:28, 29, 2.39, 31.39, debit
494, 2023-2-4, 22:36:57, 20, 1.65, 21.65, cash
495, 2023-2-4, 13:57:49, 17, 1.40, 18.40, debit
496, 2023-2-4, 20:48:35, 29, 2.39, 31.39, debit
497, 2023-2-4, 13:15:28, 11, 0.91, 11.91, debit
498, 2023-2-4, 18:5:42, 6, 0.49, 6.50, debit
499, 2023-2-4, 22:30:41, 15, 1.24, 16.24, credit
500, 2023-2-4, 18:10:11, 7, 0.58, 7.58, credit
501, 2023-2-4, 18:9:16, 26, 2.15, 28.14, credit
502, 2023-2-4, 22:53:43, 19, 1.57, 20.57, debit
503, 2023-2-4, 22:22:4, 8, 0.66, 8.66, cash
504, 2023-2-4, 17:5:36, 28, 2.31, 30.31, credit
505, 2023-2-4, 22:20:9, 24, 1.98, 25.98, credit
506, 2023-2-4, 20:35:17, 28, 2.31, 30.31, cash
507, 2023-2-4, 13:52:40, 5, 0.41, 5.41, credit
508, 2023-2-4, 11:19:15, 19, 1.57, 20.57, credit
509, 2023-2-4, 22:4:10, 18, 1.49, 19.48, credit
510, 2023-2-4, 14:2:5, 12, 0.99, 12.99, credit
511, 2023-2-4, 14:28:34, 11, 0.91, 11.91, credit
512, 2023-2-4, 19:31:51, 19, 1.57, 20.57, cash
513, 2023-2-4, 11:13:7, 22, 1.82, 23.82, debit
514, 2023-2-4, 13:37:34, 21, 1.73, 22.73, debit
515, 2023-2-4, 12:55:45, 25, 2.06, 27.06, cash
516, 2023-2-4, 15:6:35, 6, 0.49, 6.50, cash
517, 2023-2-4, 16:36:39, 16, 1.32, 17.32, credit
518, 2023-2-4, 12:17:29, 28, 2.31, 30.31, credit
519, 2023-2-4, 20:21:48, 11, 0.91, 11.91, cash
520, 2023-2-4, 16:41:42, 21, 1.73, 22.73, cash
521, 2023-2-4, 11:28:18, 22, 1.82, 23.82, credit
522, 2023-2-4, 22:4:21, 14, 1.16, 15.15, credit
523, 2023-2-4, 11:49:51, 29, 2.39, 31.39, debit
524, 2023-2-4, 19:12:48, 13, 1.07, 14.07, credit
525, 2023-2-4, 12:59:12, 24, 1.98, 25.98, debit
526, 2023-2-4, 11:18:37, 7, 0.58, 7.58, debit
527, 2023-2-4, 14:50:30, 26, 2.15, 28.14, credit
528, 2023-2-4, 15:23:27, 11, 0.91, 11.91, debit
529, 2023-2-4, 15:28:44, 25, 2.06, 27.06, cash
530, 2023-2-4, 21:59:5, 27, 2.23, 29.23, credit
531, 2023-2-4, 14:22:58, 9, 0.74, 9.74, cash
532, 2023-2-4, 13:14:54, 29, 2.39, 31.39, cash
533, 2023-2-4, 19:32:15, 5, 0.41, 5.41, cash
534, 2023-2-4, 20:25:49, 17, 1.40, 18.40, debit
535, 2023-2-4, 19:16:41, 25, 2.06, 27.06, debit
536, 2023-2-4, 12:44:22, 19, 1.57, 20.57, cash
537, 2023-2-4, 13:48:29, 6, 0.49, 6.50, debit
538, 2023-2-4, 15:45:11, 16, 1.32, 17.32, cash
539, 2023-2-4, 22:52:53, 25, 2.06, 27.06, debit
540, 2023-2-4, 12:45:55, 8, 0.66, 8.66, cash
541, 2023-2-4, 20:35:10, 28, 2.31, 30.31, debit
542, 2023-2-4, 13:20:43, 12, 0.99, 12.99, cash
543, 2023-2-4, 12:0:42, 28, 2.31, 30.31, cash
544, 2023-2-4, 16:44:30, 12, 0.99, 12.99, cash
545, 2023-2-4, 17:50:9, 26, 2.15, 28.14, credit
546, 2023-2-4, 20:5:22, 13, 1.07, 14.07, debit
547, 2023-2-4, 16:38:38, 20, 1.65, 21.65, cash
548, 2023-2-4, 16:56:36, 12, 0.99, 12.99, credit
549, 2023-2-4, 19:9:48, 14, 1.16, 15.15, debit
550, 2023-2-4, 11:25:15, 22, 1.82, 23.82, credit
551, 2023-2-4, 13:10:17, 13, 1.07, 14.07, credit
552, 2023-2-4, 18:43:24, 14, 1.16, 15.15, cash
553, 2023-2-4, 14:40:31, 11, 0.91, 11.91, debit
554, 2023-2-4, 15:31:52, 15, 1.24, 16.24, credit
555, 2023-2-4, 11:39:22, 10, 0.83, 10.82, cash
556, 2023-2-4, 16:43:36, 25, 2.06, 27.06, debit
557, 2023-2-4, 18:23:45, 29, 2.39, 31.39, cash
558, 2023-2-4, 12:34:16, 25, 2.06, 27.06, cash
559, 2023-2-4, 12:41:58, 13, 1.07, 14.07, credit
560, 2023-2-4, 19:49:5, 25, 2.06, 27.06, credit
561, 2023-2-4, 22:15:30, 16, 1.32, 17.32, cash
562, 2023-2-4, 13:32:53, 8, 0.66, 8.66, credit
563, 2023-2-4, 14:1:2, 20, 1.65, 21.65, cash
564, 2023-2-4, 15:7:52, 18, 1.49, 19.48, cash
565, 2023-2-4, 14:3:51, 22, 1.82, 23.82, credit
566, 2023-2-4, 15:43:1, 9, 0.74, 9.74, credit
567, 2023-2-4, 15:0:41, 21, 1.73, 22.73, credit
568, 2023-2-4, 21:8:28, 13, 1.07, 14.07, cash
569, 2023-2-4, 12:19:52, 29, 2.39, 31.39, cash
570, 2023-2-4, 12:41:44, 6, 0.49, 6.50, debit
571, 2023-2-4, 16:54:15, 21, 1.73, 22.73, debit
572, 2023-2-4, 13:24:46, 25, 2.06, 27.06, credit
573, 2023-2-4, 16:29:21, 6, 0.49, 6.50, cash
574, 2023-2-4, 20:52:2, 5, 0.41, 5.41, credit
575, 2023-2-4, 18:33:27, 17, 1.40, 18.40, cash
576, 2023-2-4, 22:50:8, 17, 1.40, 18.40, cash
577, 2023-2-4, 22:36:46, 18, 1.49, 19.48, debit
578, 2023-2-4, 22:16:3, 11, 0.91, 11.91, cash
579, 2023-2-4, 18:50:59, 29, 2.39, 31.39, credit
580, 2023-2-4, 22:43:12, 11, 0.91, 11.91, credit
581, 2023-2-4, 21:26:47, 28, 2.31, 30.31, debit
582, 2023-2-4, 21:26:4, 8, 0.66, 8.66, credit
583, 2023-2-4, 12:53:11, 23, 1.90, 24.90, debit
584, 2023-2-4, 21:42:26, 28, 2.31, 30.31, debit
585, 2023-2-4, 16:51:3, 11, 0.91, 11.91, debit
586, 2023-2-4, 13:12:11, 17, 1.40, 18.40, cash
587, 2023-2-4, 11:51:22, 14, 1.16, 15.15, credit
588, 2023-2-4, 19:30:26, 19, 1.57, 20.57, debit
589, 2023-2-4, 20:26:5, 5, 0.41, 5.41, cash
590, 2023-2-4, 20:4:3, 24, 1.98, 25.98, cash
591, 2023-2-4, 18:43:10, 23, 1.90, 24.90, cash
592, 2023-2-4, 20:43:26, 10, 0.83, 10.82, debit
593, 2023-2-4, 13:6:40, 29, 2.39, 31.39, cash
594, 2023-2-4, 22:6:28, 15, 1.24, 16.24, debit
595, 2023-2-4, 17:5:29, 13, 1.07, 14.07, debit
596, 2023-2-4, 12:44:2, 8, 0.66, 8.66, debit
597, 2023-2-4, 14:51:23, 22, 1.82, 23.82, credit
598, 2023-2-4, 21:11:31, 20, 1.65, 21.65, debit
599, 2023-2-4, 13:10:14, 17, 1.40, 18.40, cash
600, 2023-2-4, 17:0:44, 20, 1.65, 21.65, debit
601, 2023-2-4, 17:33:48, 13, 1.07, 14.07, debit
602, 2023-2-4, 14:26:41, 18, 1.49, 19.48, credit
603, 2023-2-4, 20:27:3, 26, 2.15, 28.14, debit
604, 2023-2-4, 14:24:28, 22, 1.82, 23.82, cash
605, 2023-2-4, 15:54:54, 5, 0.41, 5.41, credit
606, 2023-2-4, 12:15:22, 20, 1.65, 21.65, credit
607, 2023-2-4, 20:13:31, 24, 1.98, 25.98, debit
608, 2023-2-4, 13:58:53, 15, 1.24, 16.24, debit
609, 2023-2-4, 15:38:28, 23, 1.90, 24.90, debit
610, 2023-2-4, 11:22:1, 10, 0.83, 10.82, credit
611, 2023-2-4, 22:8:51, 25, 2.06, 27.06, credit
612, 2023-2-4, 22:39:7, 6, 0.49, 6.50, cash
613, 2023-2-4, 19:36:39, 10, 0.83, 10.82, cash
614, 2023-2-4, 11:17:33, 11, 0.91, 11.91, debit
615, 2023-2-4, 19:28:37, 17, 1.40, 18.40, cash
616, 2023-2-4, 13:43:12, 24, 1.98, 25.98, debit
617, 2023-2-4, 13:7:1, 27, 2.23, 29.23, cash
618, 2023-2-4, 21:6:44, 5, 0.41, 5.41, cash
619, 2023-2-4, 22:54:59, 11, 0.91, 11.91, debit
620, 2023-2-4, 15:16:11, 18, 1.49, 19.48, debit
621, 2023-2-4, 20:1:13, 5, 0.41, 5.41, cash
622, 2023-2-4, 19:20:15, 23, 1.90, 24.90, debit
623, 2023-2-4, 17:26:55, 7, 0.58, 7.58, credit
624, 2023-2-4, 16:14:42, 28, 2.31, 30.31, cash
625, 2023-2-4, 22:1:35, 19, 1.57, 20.57, credit
626, 2023-2-4, 19:33:35, 10, 0.83, 10.82, credit
627, 2023-2-4, 21:47:39, 8, 0.66, 8.66, cash
628, 2023-2-4, 14:58:54, 19, 1.57, 20.57, debit
629, 2023-2-4, 15:45:21, 17, 1.40, 18.40, credit
630, 2023-2-4, 14:16:14, 23, 1.90, 24.90, credit
631, 2023-2-4, 16:37:15, 6, 0.49, 6.50, credit
632, 2023-2-4, 16:51:21, 5, 0.41, 5.41, debit
633, 2023-2-4, 22:34:26, 9, 0.74, 9.74, debit
634, 2023-2-4, 19:38:51, 16, 1.32, 17.32, debit
635, 2023-2-4, 15:13:21, 26, 2.15, 28.14, cash
636, 2023-2-4, 18:7:38, 24, 1.98, 25.98, debit
637, 2023-2-4, 21:54:25, 23, 1.90, 24.90, cash
638, 2023-2-4, 19:6:45, 17, 1.40, 18.40, cash
639, 2023-2-4, 11:8:14, 22, 1.82, 23.82, debit
640, 2023-2-4, 19:54:40, 13, 1.07, 14.07, cash
641, 2023-2-4, 15:52:51, 21, 1.73, 22.73, credit
642, 2023-2-4, 13:0:52, 19, 1.57, 20.57, credit
643, 2023-2-4, 20:2:29, 10, 0.83, 10.82, cash
644, 2023-2-4, 12:15:51, 11, 0.91, 11.91, debit
645, 2023-2-4, 21:28:28, 17, 1.40, 18.40, cash
646, 2023-2-4, 18:38:10, 15, 1.24, 16.24, credit
647, 2023-2-4, 22:4:46, 9, 0.74, 9.74, credit
648, 2023-2-4, 18:22:48, 15, 1.24, 16.24, debit
649, 2023-2-4, 19:24:39, 5, 0.41, 5.41, credit
650, 2023-2-4, 15:27:23, 14, 1.16, 15.15, cash
651, 2023-2-5, 11:2:1, 16, 1.32, 17.32, debit
652, 2023-2-5, 17:25:58, 12, 0.99, 12.99, cash
653, 2023-2-5, 18:53:40, 5, 0.41, 5.41, cash
654, 2023-2-5, 16:4:43, 5, 0.41, 5.41, cash
655, 2023-2-5, 13:53:20, 20, 1.65, 21.65, credit
656, 2023-2-5, 21:9:58, 21, 1.73, 22.73, credit
657, 2023-2-5, 20:4:24, 23, 1.90, 24.90, cash
658, 2023-2-5, 14:9:50, 19, 1.57, 20.57, cash
659, 2023-2-5, 15:46:27, 20, 1.65, 21.65, debit
660, 2023-2-5, 20:47:7, 17, 1.40, 18.40, debit
661, 2023-2-5, 16:20:39, 5, 0.41, 5.41, debit
662, 2023-2-5, 20:40:23, 5, 0.41, 5.41, debit
663, 2023-2-5, 20:4:41, 12, 0.99, 12.99, debit
664, 2023-2-5, 21:31:1, 19, 1.57, 20.57, credit
665, 2023-2-5, 15:41:10, 20, 1.65, 21.65, debit
666, 2023-2-5, 20:46:53, 16, 1.32, 17.32, debit
667, 2023-2-5, 18:58:47, 24, 1.98, 25.98, credit
668, 2023-2-5, 19:28:49, 22, 1.82, 23.82, credit
669, 2023-2-5, 22:18:10, 11, 0.91, 11.91, debit
670, 2023-2-5, 18:13:28, 24, 1.98, 25.98, credit
671, 2023-2-5, 22:50:13, 23, 1.90, 24.90, cash
672, 2023-2-5, 21:49:7, 11, 0.91, 11.91, cash
673, 2023-2-5, 20:16:54, 9, 0.74, 9.74, cash
674, 2023-2-5, 16:3:14, 28, 2.31, 30.31, cash
675, 2023-2-5, 22:10:12, 22, 1.82, 23.82, debit
676, 2023-2-5, 20:56:35, 25, 2.06, 27.06, cash
677, 2023-2-5, 19:32:10, 19, 1.57, 20.57, cash
678, 2023-2-5, 21:24:19, 7, 0.58, 7.58, credit
679, 2023-2-5, 22:58:53, 5, 0.41, 5.41, cash
680, 2023-2-5, 17:22:54, 22, 1.82, 23.82, cash
681, 2023-2-5, 13:34:41, 16, 1.32, 17.32, debit
682, 2023-2-5, 15:44:58, 7, 0.58, 7.58, debit
683, 2023-2-5, 14:39:23, 6, 0.49, 6.50, credit
684, 2023-2-5, 18:2:37, 15, 1.24, 16.24, debit
685, 2023-2-5, 13:15:56, 6, 0.49, 6.50, cash
686, 2023-2-5, 13:18:47, 23, 1.90, 24.90, credit
687, 2023-2-5, 19:3:31, 6, 0.49, 6.50, cash
688, 2023-2-5, 18:58:14, 19, 1.57, 20.57, cash
689, 2023-2-5, 20:50:14, 19, 1.57, 20.57, cash
690, 2023-2-5, 18:2:19, 9, 0.74, 9.74, cash
691, 2023-2-5, 13:48:26, 20, 1.65, 21.65, cash
692, 2023-2-5, 13:9:28, 11, 0.91, 11.91, cash
693, 2023-2-5, 21:37:10, 14, 1.16, 15.15, credit
694, 2023-2-5, 15:4:22, 11, 0.91, 11.91, credit
695, 2023-2-5, 22:29:45, 16, 1.32, 17.32, cash
696, 2023-2-5, 21:9:45, 11, 0.91, 11.91, debit
697, 2023-2-5, 16:39:0, 15, 1.24, 16.24, credit
698, 2023-2-5, 20:12:53, 15, 1.24, 16.24, cash
699, 2023-2-5, 15:53:35, 18, 1.49, 19.48, credit
700, 2023-2-5, 12:41:0, 7, 0.58, 7.58, cash
701, 2023-2-5, 20:17:46, 5, 0.41, 5.41, cash
702, 2023-2-5, 15:7:15, 14, 1.16, 15.15, debit
703, 2023-2-5, 17:9:8, 8, 0.66, 8.66, debit
704, 2023-2-5, 21:24:24, 14, 1.16, 15.15, debit
705, 2023-2-5, 17:34:20, 8, 0.66, 8.66, debit
706, 2023-2-5, 17:31:48, 20, 1.65, 21.65, debit
707, 2023-2-5, 14:5:35, 17, 1.40, 18.40, debit
708, 2023-2-5, 13:23:17, 7, 0.58, 7.58, cash
709, 2023-2-5, 13:4:32, 22, 1.82, 23.82, debit
710, 2023-2-5, 16:27:39, 17, 1.40, 18.40, cash
711, 2023-2-5, 17:56:37, 29, 2.39, 31.39, cash
712, 2023-2-5, 22:21:58, 6, 0.49, 6.50, cash
713, 2023-2-5, 19:20:8, 29, 2.39, 31.39, credit
714, 2023-2-5, 18:26:18, 9, 0.74, 9.74, cash
715, 2023-2-5, 22:45:0, 26, 2.15, 28.14, credit
716, 2023-2-5, 19:30:7, 13, 1.07, 14.07, credit
717, 2023-2-5, 20:18:9, 19, 1.57, 20.57, cash
718, 2023-2-5, 14:48:58, 15, 1.24, 16.24, debit
719, 2023-2-5, 17:19:0, 19, 1.57, 20.57, debit
720, 2023-2-5, 20:55:44, 7, 0.58, 7.58, credit
721, 2023-2-5, 21:6:42, 19, 1.57, 20.57, credit
722, 2023-2-5, 12:13:6, 15, 1.24, 16.24, cash
723, 2023-2-5, 12:21:41, 27, 2.23, 29.23, debit
724, 2023-2-5, 18:6:35, 9, 0.74, 9.74, debit
725, 2023-2-5, 22:47:47, 19, 1.57, 20.57, credit
726, 2023-2-5, 16:10:47, 21, 1.73, 22.73, debit
727, 2023-2-5, 16:16:46, 22, 1.82, 23.82, credit
728, 2023-2-5, 12:22:53, 18, 1.49, 19.48, credit
729, 2023-2-5, 16:11:46, 18, 1.49, 19.48, cash
730, 2023-2-5, 17:40:30, 21, 1.73, 22.73, credit
731, 2023-2-5, 14:16:36, 25, 2.06, 27.06, credit
732, 2023-2-5, 11:42:39, 15, 1.24, 16.24, cash
733, 2023-2-5, 16:49:58, 29, 2.39, 31.39, cash
734, 2023-2-5, 19:43:17, 23, 1.90, 24.90, cash
735, 2023-2-5, 12:42:24, 12, 0.99, 12.99, credit
736, 2023-2-5, 21:9:36, 5, 0.41, 5.41, credit
737, 2023-2-5, 12:29:41, 7, 0.58, 7.58, cash
738, 2023-2-5, 18:44:2, 16, 1.32, 17.32, debit
739, 2023-2-5, 17:45:6, 27, 2.23, 29.23, credit
740, 2023-2-5, 11:26:11, 21, 1.73, 22.73, cash
741, 2023-2-5, 12:43:1, 9, 0.74, 9.74, credit
742, 2023-2-5, 14:57:46, 29, 2.39, 31.39, debit
743, 2023-2-5, 15:4:36, 8, 0.66, 8.66, debit
744, 2023-2-5, 22:45:45, 9, 0.74, 9.74, cash
745, 2023-2-5, 20:18:59, 5, 0.41, 5.41, cash
746, 2023-2-5, 16:58:31, 11, 0.91, 11.91, cash
747, 2023-2-5, 18:7:23, 20, 1.65, 21.65, cash
748, 2023-2-5, 19:55:1, 19, 1.57, 20.57, credit
749, 2023-2-5, 20:30:40, 26, 2.15, 28.14, debit
750, 2023-2-5, 20:43:2, 17, 1.40, 18.40, credit
751, 2023-2-5, 18:8:5, 27, 2.23, 29.23, debit
752, 2023-2-5, 16:21:20, 6, 0.49, 6.50, cash
753, 2023-2-5, 14:0:41, 27, 2.23, 29.23, cash
754, 2023-2-5, 15:38:38, 28, 2.31, 30.31, credit
755, 2023-2-5, 14:23:31, 15, 1.24, 16.24, debit
756, 2023-2-5, 12:43:15, 18, 1.49, 19.48, cash
757, 2023-2-5, 18:15:14, 24, 1.98, 25.98, cash
758, 2023-2-5, 21:7:0, 12, 0.99, 12.99, debit
759, 2023-2-5, 12:38:56, 8, 0.66, 8.66, debit
760, 2023-2-5, 13:42:13, 12, 0.99, 12.99, cash
761, 2023-2-5, 20:51:42, 9, 0.74, 9.74, debit
762, 2023-2-5, 12:21:5, 23, 1.90, 24.90, debit
763, 2023-2-5, 13:26:58, 13, 1.07, 14.07, debit
764, 2023-2-5, 13:58:54, 9, 0.74, 9.74, cash
765, 2023-2-5, 20:13:27, 22, 1.82, 23.82, cash
766, 2023-2-5, 11:40:3, 29, 2.39, 31.39, debit
767, 2023-2-5, 14:46:39, 14, 1.16, 15.15, debit
768, 2023-2-5, 12:14:47, 18, 1.49, 19.48, cash
769, 2023-2-5, 20:47:49, 21, 1.73, 22.73, credit
770, 2023-2-5, 16:37:42, 14, 1.16, 15.15, cash
771, 2023-2-5, 21:38:4, 12, 0.99, 12.99, cash
772, 2023-2-5, 11:15:49, 18, 1.49, 19.48, debit
773, 2023-2-5, 14:32:7, 22, 1.82, 23.82, cash
774, 2023-2-5, 19:32:23, 5, 0.41, 5.41, cash
775, 2023-2-5, 12:55:38, 6, 0.49, 6.50, credit
776, 2023-2-5, 13:26:25, 16, 1.32, 17.32, credit
777, 2023-2-5, 20:44:59, 6, 0.49, 6.50, debit
778, 2023-2-5, 20:46:34, 14, 1.16, 15.15, debit
779, 2023-2-5, 18:7:53, 22, 1.82, 23.82, credit
780, 2023-2-5, 19:55:31, 10, 0.83, 10.82, cash
781, 2023-2-5, 14:50:40, 15, 1.24, 16.24, debit
782, 2023-2-5, 18:44:0, 16, 1.32, 17.32, cash
783, 2023-2-5, 22:58:3, 11, 0.91, 11.91, debit
784, 2023-2-5, 15:29:57, 14, 1.16, 15.15, debit
785, 2023-2-5, 22:10:28, 19, 1.57, 20.57, debit
786, 2023-2-5, 17:55:8, 7, 0.58, 7.58, debit
787, 2023-2-5, 13:24:16, 21, 1.73, 22.73, credit
788, 2023-2-5, 15:52:26, 5, 0.41, 5.41, debit
789, 2023-2-5, 17:46:44, 11, 0.91, 11.91, credit
790, 2023-2-5, 20:19:22, 20, 1.65, 21.65, cash
791, 2023-2-5, 20:42:20, 26, 2.15, 28.14, debit
792, 2023-2-5, 17:9:34, 27, 2.23, 29.23, cash
793, 2023-2-5, 18:35:40, 23, 1.90, 24.90, cash
794, 2023-2-5, 14:56:46, 11, 0.91, 11.91, debit
795, 2023-2-5, 12:43:2, 21, 1.73, 22.73, cash
796, 2023-2-5, 17:35:24, 15, 1.24, 16.24, cash
797, 2023-2-5, 20:2:50, 18, 1.49, 19.48, credit
798, 2023-2-5, 20:33:57, 12, 0.99, 12.99, credit
799, 2023-2-5, 22:35:56, 10, 0.83, 10.82, debit
800, 2023-2-5, 11:8:25, 28, 2.31, 30.31, cash
801, 2023-2-5, 13:51:6, 23, 1.90, 24.90, credit
802, 2023-2-5, 13:41:10, 16, 1.32, 17.32, cash
803, 2023-2-5, 11:4:20, 20, 1.65, 21.65, cash
804, 2023-2-5, 20:48:39, 29, 2.39, 31.39, credit
805, 2023-2-5, 16:13:16, 6, 0.49, 6.50, cash
806, 2023-2-5, 12:49:0, 20, 1.65, 21.65, cash
807, 2023-2-5, 19:58:41, 14, 1.16, 15.15, credit
808, 2023-2-5, 14:49:57, 22, 1.82, 23.82, debit
809, 2023-2-5, 19:6:58, 6, 0.49, 6.50, cash
810, 2023-2-5, 21:55:59, 12, 0.99, 12.99, credit
811, 2023-2-5, 22:39:44, 5, 0.41, 5.41, debit
812, 2023-2-5, 20:0:40, 20, 1.65, 21.65, debit
813, 2023-2-5, 21:6:49, 10, 0.83, 10.82, debit
814, 2023-2-5, 12:18:44, 20, 1.65, 21.65, credit
815, 2023-2-5, 16:16:41, 15, 1.24, 16.24, cash
816, 2023-2-5, 12:56:20, 28, 2.31, 30.31, credit
817, 2023-2-5, 20:15:1, 15, 1.24, 16.24, credit
818, 2023-2-5, 19:21:7, 23, 1.90, 24.90, cash
819, 2023-2-5, 16:35:57, 29, 2.39, 31.39, cash
820, 2023-2-5, 15:3:47, 19, 1.57, 20.57, cash
821, 2023-2-5, 17:25:24, 17, 1.40, 18.40, debit
822, 2023-2-6, 15:26:16, 22, 1.82, 23.82, debit
823, 2023-2-6, 17:18:7, 16, 1.32, 17.32, debit
824, 2023-2-6, 13:55:59, 17, 1.40, 18.40, cash
825, 2023-2-6, 17:36:41, 29, 2.39, 31.39, credit
826, 2023-2-6, 18:24:53, 6, 0.49, 6.50, cash
827, 2023-2-6, 19:7:23, 12, 0.99, 12.99, debit
828, 2023-2-6, 11:34:1, 28, 2.31, 30.31, debit
829, 2023-2-6, 16:7:33, 23, 1.90, 24.90, cash
830, 2023-2-6, 16:45:38, 16, 1.32, 17.32, credit
831, 2023-2-6, 17:36:13, 8, 0.66, 8.66, cash
832, 2023-2-6, 15:55:21, 15, 1.24, 16.24, cash
833, 2023-2-6, 15:1:17, 29, 2.39, 31.39, debit
834, 2023-2-6, 16:8:47, 18, 1.49, 19.48, credit
835, 2023-2-6, 16:16:35, 24, 1.98, 25.98, cash
836, 2023-2-6, 14:59:25, 27, 2.23, 29.23, credit
837, 2023-2-6, 16:34:52, 22, 1.82, 23.82, debit
838, 2023-2-6, 18:22:27, 23, 1.90, 24.90, cash
839, 2023-2-6, 21:54:46, 23, 1.90, 24.90, credit
840, 2023-2-6, 18:7:39, 14, 1.16, 15.15, cash
841, 2023-2-6, 15:15:13, 29, 2.39, 31.39, credit
842, 2023-2-6, 11:9:21, 14, 1.16, 15.15, debit
